Clave,Descripción
19651023,19651023 - Cuerdas y nudos.  [ 27/01/2023 - 28/01/2023]  Duración:16 Hrs.
19651022,19651022 - Trabajo en alturas.  [ 01/02/2023 - 02/02/2023]  Duración:16 Hrs.
19651021,19651021 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 24/02/2023 - 25/02/2023]  Duración:16 Hrs.
19651020,19651020 - Primeros auxilios.  [ 03/02/2023 - 03/02/2023]  Duración:8 Hrs.
19651019,19651019 - Trabajo en alturas.  [ 20/01/2023 - 21/01/2023]  Duración:16 Hrs.
19651018,19651018 - MANEJO DE CUERDAS Y NUDOS.  [ 24/02/2023 - 25/02/2023]  Duración:16 Hrs.
19651017,19651017 - Riesgo eléctrico.  [ 23/01/2023 - 24/01/2023]  Duración:16 Hrs.
19651016,19651016 - Primeros auxilios.  [ 15/02/2023 - 15/02/2023]  Duración:8 Hrs.
19651015,19651015 - Riesgo eléctrico.  [ 20/01/2023 - 21/01/2023]  Duración:16 Hrs.
19651014,19651014 - Trabajo en alturas.  [ 18/01/2023 - 19/01/2023]  Duración:16 Hrs.
19651013,19651013 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 15/02/2023 - 16/02/2023]  Duración:16 Hrs.
19651012,19651012 - Trabajo en alturas.  [ 13/01/2023 - 14/01/2023]  Duración:16 Hrs.
19651011,19651011 - Trabajo en alturas.  [ 04/01/2023 - 05/01/2023]  Duración:16 Hrs.
19651010,19651010 - Inducción Organizacional.  [ 15/02/2023 - 15/02/2023]  Duración:8 Hrs.
19651009,19651009 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 03/02/2023 - 04/02/2023]  Duración:16 Hrs.
19651008,19651008 - Cuerdas y nudos.  [ 25/01/2023 - 26/01/2023]  Duración:16 Hrs.
19651007,19651007 - Inducción Organizacional.  [ 03/02/2023 - 03/02/2023]  Duración:8 Hrs.
19651006,19651006 - Trabajo en alturas.  [ 06/01/2023 - 07/01/2023]  Duración:16 Hrs.
19651005,19651005 - Inducción Organizacional.  [ 01/02/2023 - 01/02/2023]  Duración:8 Hrs.
19651004,19651004 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 20/02/2023 - 21/02/2023]  Duración:16 Hrs.
19651003,19651003 - Inducción Organizacional.  [ 20/01/2023 - 20/01/2023]  Duración:8 Hrs.
19651002,19651002 - Inducción a la Seguridad e Higiene.  [ 20/01/2023 - 20/01/2023]  Duración:8 Hrs.
19651001,19651001 - Cuerdas y nudos.  [ 20/01/2023 - 21/01/2023]  Duración:16 Hrs.
19651000,19651000 - Trabajo en alturas.  [ 16/01/2023 - 17/01/2023]  Duración:16 Hrs.
19650999,19650999 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 03/02/2023 - 04/02/2023]  Duración:16 Hrs.
19650998,19650998 - Trabajo en alturas.  [ 02/01/2023 - 02/01/2023]  Duración:8 Hrs.
19650997,19650997 - Riesgo eléctrico.  [ 06/01/2023 - 07/01/2023]  Duración:16 Hrs.
19641953,19641953 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 01/04/2023 - 01/04/2023]  Duración:16 Hrs.
19641952,19641952 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 01/04/2023 - 03/04/2023]  Duración:16 Hrs.
19641951,19641951 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 18/03/2023 - 19/03/2023]  Duración:16 Hrs.
19641950,19641950 - Inducción a la Seguridad e Higiene.  [ 22/03/2023 - 22/03/2023]  Duración:8 Hrs.
19641949,19641949 - Primeros auxilios.  [ 10/03/2023 - 10/03/2023]  Duración:8 Hrs.
19641948,19641948 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 30/03/2023 - 31/03/2023]  Duración:16 Hrs.
19641947,19641947 - Inducción a la Seguridad e Higiene.  [ 27/03/2023 - 27/03/2023]  Duración:8 Hrs.
19641946,19641946 - Primeros auxilios.  [ 13/03/2023 - 13/03/2023]  Duración:8 Hrs.
19641945,19641945 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 16/03/2023 - 17/03/2023]  Duración:16 Hrs.
19641944,19641944 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 09/03/2023 - 10/03/2023]  Duración:16 Hrs.
19641943,19641943 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 14/03/2023 - 15/03/2023]  Duración:16 Hrs.
19641942,19641942 - Riesgo eléctrico.  [ 01/03/2023 - 01/03/2023]  Duración:8 Hrs.
19641941,19641941 - Primeros auxilios.  [ 08/03/2023 - 08/03/2023]  Duración:8 Hrs.
19641940,19641940 - Inducción a la Seguridad e Higiene.  [ 31/03/2023 - 31/03/2023]  Duración:8 Hrs.
19641939,19641939 - MANEJO DE CUERDAS Y NUDOS.  [ 14/03/2023 - 15/03/2023]  Duración:16 Hrs.
19641938,19641938 - Inducción a la Seguridad e Higiene.  [ 16/03/2023 - 16/03/2023]  Duración:8 Hrs.
19641937,19641937 - Primeros auxilios.  [ 31/03/2023 - 31/03/2023]  Duración:8 Hrs.
19641936,19641936 - MANEJO DE CUERDAS Y NUDOS.  [ 11/03/2023 - 12/03/2023]  Duración:16 Hrs.
19641935,19641935 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 25/03/2023 - 26/03/2023]  Duración:16 Hrs.
19641934,19641934 - MANEJO DE CUERDAS Y NUDOS.  [ 09/03/2023 - 10/03/2023]  Duración:16 Hrs.
19641933,19641933 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 21/03/2023 - 22/03/2023]  Duración:16 Hrs.
19641932,19641932 - Inducción a la Seguridad e Higiene.  [ 13/03/2023 - 13/03/2023]  Duración:8 Hrs.
19641931,19641931 - Inducción a la Seguridad e Higiene.  [ 10/03/2023 - 10/03/2023]  Duración:8 Hrs.
19641930,19641930 - Inducción a la Seguridad e Higiene.  [ 08/03/2023 - 08/03/2023]  Duración:8 Hrs.
19641929,19641929 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 04/04/2023 - 05/04/2023]  Duración:16 Hrs.
19641928,19641928 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 01/04/2023 - 02/04/2023]  Duración:16 Hrs.
19641927,19641927 - Inducción a la Seguridad e Higiene.  [ 29/03/2023 - 29/03/2023]  Duración:8 Hrs.
19641926,19641926 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 11/03/2023 - 12/03/2023]  Duración:16 Hrs.
19641925,19641925 - Primeros auxilios.  [ 27/03/2023 - 27/03/2023]  Duración:8 Hrs.
19641924,19641924 - Primeros auxilios.  [ 29/03/2023 - 29/03/2023]  Duración:8 Hrs.
19641923,19641923 - Inducción a la Seguridad e Higiene.  [ 01/03/2023 - 01/03/2023]  Duración:8 Hrs.
19641922,19641922 - Primeros auxilios.  [ 22/03/2023 - 22/03/2023]  Duración:8 Hrs.
19641921,19641921 - MANEJO DE CUERDAS Y NUDOS.  [ 01/04/2023 - 02/04/2023]  Duración:16 Hrs.
19641920,19641920 - MANEJO DE CUERDAS Y NUDOS.  [ 31/03/2023 - 01/04/2023]  Duración:16 Hrs.
19641919,19641919 - Primeros auxilios.  [ 06/03/2023 - 06/03/2023]  Duración:8 Hrs.
19641918,19641918 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 16/03/2023 - 17/03/2023]  Duración:16 Hrs.
19641917,19641917 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 14/03/2023 - 15/03/2023]  Duración:16 Hrs.
19641916,19641916 - MANEJO DE CUERDAS Y NUDOS.  [ 28/03/2023 - 29/03/2023]  Duración:16 Hrs.
19641915,19641915 - Inducción a la Seguridad e Higiene.  [ 06/03/2023 - 06/03/2023]  Duración:8 Hrs.
19641914,19641914 - MANEJO DE CUERDAS Y NUDOS.  [ 23/03/2023 - 24/03/2023]  Duración:16 Hrs.
19641913,19641913 - MANEJO DE CUERDAS Y NUDOS.  [ 07/03/2023 - 08/03/2023]  Duración:16 Hrs.
19641912,19641912 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 28/03/2023 - 29/03/2023]  Duración:16 Hrs.
19641911,19641911 - MANEJO DE CUERDAS Y NUDOS.  [ 02/03/2023 - 03/03/2023]  Duración:16 Hrs.
19641910,19641910 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 07/03/2023 - 08/03/2023]  Duración:16 Hrs.
19641909,19641909 - Primeros auxilios.  [ 01/03/2023 - 01/03/2023]  Duración:8 Hrs.
19641908,19641908 - MANEJO DE CUERDAS Y NUDOS.  [ 17/03/2023 - 18/03/2023]  Duración:16 Hrs.
19641907,19641907 - Primeros auxilios.  [ 16/03/2023 - 16/03/2023]  Duración:8 Hrs.
19641906,19641906 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 23/03/2023 - 24/03/2023]  Duración:16 Hrs.
19641905,19641905 - Cuerdas y nudos.  [ 01/03/2023 - 01/03/2023]  Duración:8 Hrs.
19641904,19641904 - Trabajo en alturas.  [ 01/03/2023 - 01/03/2023]  Duración:8 Hrs.
19641903,19641903 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 11/03/2023 - 12/03/2023]  Duración:16 Hrs.
19641902,19641902 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 04/04/2023 - 05/04/2023]  Duración:16 Hrs.
17302876,17302876 - PRIMEROS AUXILIOS.  [ 31/08/2021 - 31/08/2021]  Duración:8 Hrs.
17302875,17302875 - CERTIFICACION EMPALMADOR.  [ 31/08/2021 - 31/08/2021]  Duración:16 Hrs.
17302874,17302874 - INSTALADOR DE FIBRA OPTICA.  [ 31/08/2021 - 31/08/2021]  Duración:6 Hrs.
17302873,17302873 - PLANTA INTERNA.  [ 31/08/2021 - 31/08/2021]  Duración:8 Hrs.
17302872,17302872 - SEGURIDAD EN EL TRABAJO.  [ 31/08/2021 - 31/08/2021]  Duración:2 Hrs.
17302871,17302871 - TRABAJO EN ALTURAS.  [ 31/08/2021 - 31/08/2021]  Duración:16 Hrs.
17302870,17302870 - RIESGO ELECTRICO.  [ 31/08/2021 - 31/08/2021]  Duración:2 Hrs.
17302869,17302869 - MANEJO DE ESCALERA.  [ 31/08/2021 - 31/08/2021]  Duración:16 Hrs.
17302868,17302868 - INTRODUCCION A LA FIBRA OPTICA.  [ 31/08/2021 - 31/08/2021]  Duración:2 Hrs.
17302867,17302867 - BIOSEGURIDAD.  [ 31/08/2021 - 31/08/2021]  Duración:2 Hrs.
17302866,17302866 - PLANTA EXTERNA.  [ 31/08/2021 - 31/08/2021]  Duración:8 Hrs.
17302865,17302865 - INDUCCION A LA EMPRESA.  [ 31/08/2021 - 31/08/2021]  Duración:4 Hrs.
13958184,13958184 - Prevención de adicciones.  [ 15/06/2021 - 15/06/2021]  Duración:2 Hrs.
13958183,13958183 - Efectividad de pruebas diagnosticas para la COVID 40.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958182,13958182 - Efectividad de pruebas diagnosticas para la COVID 39.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958181,13958181 - Efectividad de pruebas diagnosticas para la COVID 38.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958180,13958180 - Efectividad de pruebas diagnosticas para la COVID 37.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958179,13958179 - Efectividad de pruebas diagnosticas para la COVID 36.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958178,13958178 - Prevención de la hipertensión.  [ 20/04/2021 - 20/04/2021]  Duración:2 Hrs.
13958177,13958177 - Efectividad de pruebas diagnosticas para la COVID 35.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958176,13958176 - Efectividad de pruebas diagnosticas para la COVID 34.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958175,13958175 - Efectividad de pruebas diagnosticas para la COVID 33.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958174,13958174 - Efectividad de pruebas diagnosticas para la COVID 32.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958173,13958173 - Efectividad de pruebas diagnosticas para la COVID 31.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958172,13958172 - Efectividad de pruebas diagnosticas para la COVID 30.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958171,13958171 - Efectividad de pruebas diagnosticas para la COVID 29.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958170,13958170 - Efectividad de pruebas diagnosticas para la COVID 28.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958169,13958169 - Efectividad de pruebas diagnosticas para la COVID 27.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958168,13958168 - Efectividad de pruebas diagnosticas para la COVID 26.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958167,13958167 - Día internacional de la mujer.  [ 08/03/2021 - 08/03/2021]  Duración:2 Hrs.
13958166,13958166 - Efectividad de pruebas diagnosticas para la COVID 25.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958165,13958165 - Efectividad de pruebas diagnosticas para la COVID 24.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958164,13958164 - Efectividad de pruebas diagnosticas para la COVID 23.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958163,13958163 - Efectividad de pruebas diagnosticas para la COVID 22.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958162,13958162 - Efectividad de pruebas diagnosticas para la COVID 21.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958161,13958161 - Efectividad de pruebas diagnosticas para la COVID 20.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958160,13958160 - Efectividad de pruebas diagnosticas para la COVID 19.  [ 25/01/2021 - 25/01/2021]  Duración:2 Hrs.
13958159,13958159 - Golpe de Calor.  [ 12/04/2021 - 12/04/2021]  Duración:2 Hrs.
13958158,13958158 - VIH-SIDA.  [ 07/12/2020 - 07/12/2020]  Duración:2 Hrs.
13958157,13958157 - Cáncer de mama.  [ 12/10/2020 - 12/10/2020]  Duración:2 Hrs.
13958156,13958156 - Semáforo naranja.  [ 03/08/2020 - 03/08/2020]  Duración:2 Hrs.
13958155,13958155 - Protocolo de bioseguridad.  [ 01/07/2021 - 01/07/2021]  Duración:2 Hrs.
13958154,13958154 - Vacunación influenza.  [ 23/09/2020 - 23/09/2020]  Duración:2 Hrs.
13958153,13958153 - Cáncer de próstata y testicular.  [ 09/11/2020 - 09/11/2020]  Duración:2 Hrs.
13958152,13958152 - Cáncer infantil.  [ 10/02/2021 - 10/02/2021]  Duración:2 Hrs.
13958151,13958151 - Salud Sexual.  [ 29/03/2021 - 29/03/2021]  Duración:2 Hrs.
13958150,13958150 - Protocolo de bioseguridad.  [ 01/07/2020 - 01/07/2020]  Duración:2 Hrs.
13958149,13958149 - Lavado de manos.  [ 07/07/2020 - 07/07/2020]  Duración:2 Hrs.
